Income,Credit_Score,Loan_Amount,DTI_Ratio,Employment_Status,Approval
82570.000000,571,9577.000000,37.470000,0,0
102883.000000,374,61068.000000,5.450000,1,0
160937.000000,518,35760.000000,23.710000,1,0
38033.000000,550,10338.000000,76.820000,1,0
162401.000000,609,106788.000000,27.760000,1,0
193903.000000,406,70328.000000,7.120000,1,0
165024.000000,459,37930.000000,13.850000,1,0
73371.000000,570,33016.000000,51.960000,0,0
44195.000000,733,3889.000000,52.340000,1,0
54293.000000,568,29956.000000,28.710000,0,0
49327.000000,377,36755.000000,29.940000,1,0
172701.000000,451,34409.000000,19.200000,1,0
115591.000000,340,28535.000000,24.610000,1,0
112714.000000,716,21257.000000,40.520000,1,1
66413.000000,722,12754.000000,9.970000,0,0
195612.000000,554,42732.000000,11.490000,1,1
30151.000000,781,7539.000000,64.930000,0,0
100003.000000,533,4101.000000,19.610000,1,0
106051.000000,585,37585.000000,9.000000,0,0
124773.000000,849,4617.000000,21.400000,1,1
66810.000000,571,8104.000000,11.240000,0,0
102228.000000,746,68033.000000,43.750000,1,0
171149.000000,494,12635.000000,12.670000,0,0
156293.000000,501,57531.000000,18.470000,1,0
183356.000000,621,33669.000000,26.440000,0,0
101077.000000,718,53743.000000,26.090000,0,0
70289.000000,730,25847.000000,69.110000,1,0
126450.000000,300,38606.000000,19.700000,1,0
172039.000000,629,116811.000000,20.620000,0,0
154001.000000,784,87356.000000,10.470000,1,1
155122.000000,643,108272.000000,7.170000,1,0
78888.000000,503,2600.000000,18.580000,1,0
144554.000000,374,55321.000000,24.110000,1,0
149598.000000,709,20342.000000,14.030000,1,1
131449.000000,524,92214.000000,12.570000,0,0
166120.000000,555,120658.000000,7.800000,1,0
195001.000000,843,84177.000000,21.350000,0,0
131867.000000,756,98472.000000,11.700000,0,0
87945.000000,553,37347.000000,53.200000,0,0
91984.000000,750,38450.000000,10.960000,1,1
108040.000000,627,11561.000000,37.390000,1,1
80623.000000,692,47295.000000,18.620000,1,1
128755.000000,717,72121.000000,20.720000,0,0
36322.000000,511,13762.000000,89.570000,1,0
145037.000000,306,40139.000000,19.340000,0,0
161091.000000,525,29760.000000,22.970000,0,0
147308.000000,329,45057.000000,20.690000,0,0
142523.000000,430,71008.000000,32.120000,1,0
175161.000000,327,113358.000000,6.000000,1,0
67639.000000,351,25844.000000,32.600000,0,0
139196.000000,634,100775.000000,19.480000,0,0
130510.000000,558,62644.000000,7.940000,1,1
33653.000000,658,22303.000000,58.520000,1,0
28134.000000,553,1667.000000,64.210000,1,0
53088.000000,784,8496.000000,92.060000,1,0
87172.000000,677,16012.000000,18.350000,1,1
48337.000000,326,25596.000000,52.640000,0,0
39922.000000,548,23845.000000,29.250000,0,0
168355.000000,342,113296.000000,16.490000,0,0
152634.000000,649,112355.000000,3.820000,0,0
47666.000000,743,31129.000000,60.290000,1,0
66173.000000,834,18700.000000,71.970000,0,0
134183.000000,574,33177.000000,19.470000,1,1
138175.000000,549,75691.000000,25.660000,0,0
27523.000000,806,6958.000000,95.560000,0,0
113015.000000,564,37655.000000,24.160000,0,0
155430.000000,495,32635.000000,6.830000,0,0
165536.000000,546,129665.000000,21.870000,0,0
44393.000000,601,27502.000000,43.980000,1,0
194053.000000,677,146089.000000,18.560000,0,0
164281.000000,638,93124.000000,17.080000,0,0
100379.000000,557,16814.000000,20.030000,1,1
51340.000000,848,13552.000000,33.370000,1,1
92482.000000,837,38093.000000,47.700000,1,1
97659.000000,532,24519.000000,29.340000,0,0
160020.000000,429,6965.000000,14.360000,1,0
53103.000000,802,1803.000000,22.080000,0,0
145492.000000,751,25164.000000,18.780000,1,1
145233.000000,416,53521.000000,6.390000,0,0
171262.000000,354,40111.000000,8.730000,0,0
85061.000000,421,55548.000000,48.870000,1,0
119713.000000,761,39974.000000,28.410000,0,0
169062.000000,361,27013.000000,26.590000,1,0
89375.000000,383,32439.000000,17.110000,1,0
61034.000000,302,30524.000000,52.060000,0,0
28556.000000,537,10264.000000,83.630000,0,0
81190.000000,570,39652.000000,56.610000,1,0
50087.000000,530,10764.000000,94.720000,0,0
38719.000000,361,26972.000000,41.000000,0,0
135121.000000,427,91266.000000,26.430000,0,0
91367.000000,812,65722.000000,44.200000,0,0
176771.000000,340,85494.000000,18.850000,0,0
43940.000000,534,2359.000000,111.950000,0,0
65925.000000,781,43697.000000,59.170000,0,0
67576.000000,746,33225.000000,68.960000,1,0
111215.000000,718,43081.000000,24.140000,1,1
106456.000000,721,38777.000000,35.200000,0,0
139229.000000,390,34082.000000,18.400000,0,0
125952.000000,826,87200.000000,4.030000,0,0
34209.000000,492,12854.000000,113.930000,0,0
33529.000000,508,18996.000000,67.110000,1,0
134849.000000,796,4783.000000,9.610000,1,1
101461.000000,314,54476.000000,40.600000,1,0
49743.000000,772,11090.000000,25.530000,0,0
153397.000000,579,110408.000000,21.010000,0,0
83892.000000,767,19958.000000,49.020000,0,0
177123.000000,820,19300.000000,7.870000,0,0
109096.000000,819,1336.000000,20.630000,0,0
173862.000000,801,118059.000000,8.480000,0,0
107147.000000,686,43176.000000,32.520000,1,1
169893.000000,692,108682.000000,11.950000,1,0
143987.000000,690,87991.000000,21.040000,1,0
29704.000000,429,20339.000000,127.650000,0,0
135423.000000,402,60890.000000,29.140000,1,0
127473.000000,458,62537.000000,7.770000,0,0
183383.000000,707,22054.000000,25.950000,0,0
119617.000000,624,95203.000000,38.520000,0,0
29410.000000,370,21681.000000,69.310000,0,0
43692.000000,744,7586.000000,26.210000,0,0
98503.000000,329,43516.000000,8.140000,1,0
113969.000000,683,20080.000000,29.150000,1,1
128016.000000,484,23946.000000,12.610000,1,0
182453.000000,546,38517.000000,20.620000,1,0
187222.000000,560,67932.000000,18.760000,1,1
95400.000000,461,58898.000000,10.310000,0,0
187493.000000,734,120756.000000,11.410000,0,0
120845.000000,794,32091.000000,9.920000,0,0
170683.000000,602,6751.000000,14.270000,0,0
22122.000000,350,17276.000000,202.250000,0,0
179138.000000,660,50841.000000,10.800000,0,0
184691.000000,399,11334.000000,24.970000,0,0
28746.000000,673,3953.000000,47.350000,0,0
128921.000000,479,18322.000000,14.090000,0,0
151542.000000,579,34681.000000,10.410000,0,0
108792.000000,417,10869.000000,32.810000,1,0
197294.000000,706,96885.000000,21.050000,1,1
23648.000000,570,5049.000000,169.840000,0,0
196377.000000,568,100883.000000,22.050000,0,0
196904.000000,539,7560.000000,18.230000,0,0
189778.000000,364,122704.000000,24.580000,0,0
50585.000000,443,3438.000000,15.760000,0,0
50440.000000,399,36228.000000,40.420000,1,0
138919.000000,679,98404.000000,35.230000,0,0
128759.000000,401,81694.000000,28.790000,0,0
28576.000000,679,15528.000000,67.320000,0,0
115075.000000,401,49147.000000,43.390000,0,0
124369.000000,582,17011.000000,14.020000,0,0
193740.000000,517,6598.000000,24.290000,1,0
83850.000000,428,27896.000000,50.090000,1,0
173716.000000,521,87129.000000,11.670000,1,0
92685.000000,448,71807.000000,14.590000,0,0
48816.000000,326,1973.000000,27.940000,0,0
174364.000000,631,46677.000000,3.460000,0,0
53228.000000,731,8448.000000,74.170000,1,0
137512.000000,670,78812.000000,28.100000,1,1
152078.000000,526,6683.000000,29.790000,0,0
188647.000000,331,126562.000000,4.760000,0,0
199856.000000,410,117277.000000,18.580000,1,0
104439.000000,451,17540.000000,8.910000,0,0
119851.000000,843,60469.000000,20.300000,0,0
49992.000000,520,30593.000000,66.380000,1,0
108848.000000,764,55524.000000,28.600000,1,1
131873.000000,620,34408.000000,36.840000,0,0
144326.000000,368,110022.000000,7.610000,1,0
133213.000000,398,18054.000000,22.090000,1,0
195639.000000,425,93693.000000,16.320000,0,0
95400.000000,619,14579.000000,29.400000,1,1
192159.000000,793,29368.000000,10.250000,0,0
50116.000000,585,15821.000000,85.050000,0,0
179644.000000,573,48294.000000,3.840000,0,0
109082.000000,659,24777.000000,4.950000,1,1
38241.000000,445,2004.000000,121.580000,1,0
76395.000000,685,30730.000000,42.560000,0,0
117007.000000,619,75395.000000,22.440000,1,0
60784.000000,461,4261.000000,74.840000,1,0
136159.000000,734,80570.000000,27.050000,0,0
91609.000000,520,15918.000000,42.110000,0,0
49069.000000,590,32891.000000,100.770000,0,0
77807.000000,704,4590.000000,56.910000,1,0
99015.000000,516,34491.000000,14.130000,0,0
51453.000000,307,29223.000000,73.070000,1,0
119669.000000,845,66570.000000,16.780000,0,0
124089.000000,343,3456.000000,27.070000,0,0
102066.000000,739,54008.000000,41.720000,0,0
50192.000000,714,22284.000000,12.680000,1,1
114857.000000,390,14875.000000,29.270000,1,0
174369.000000,710,21616.000000,22.560000,0,0
109001.000000,526,23037.000000,24.610000,1,0
185996.000000,416,134680.000000,21.380000,1,0
112038.000000,451,14474.000000,18.280000,1,0
71713.000000,477,11018.000000,62.020000,1,0
184613.000000,805,118677.000000,19.180000,0,0
59572.000000,750,31731.000000,15.910000,0,0
92004.000000,357,67497.000000,30.500000,1,0
141043.000000,762,8456.000000,5.290000,0,0
40114.000000,392,20466.000000,112.940000,0,0
172129.000000,342,50345.000000,20.030000,0,0
151430.000000,454,60050.000000,5.980000,1,0
42106.000000,816,6654.000000,112.440000,1,0
134755.000000,749,69517.000000,29.200000,1,1
117740.000000,589,54578.000000,25.810000,0,0
185383.000000,642,87426.000000,5.030000,1,1
94487.000000,558,20709.000000,50.830000,0,0
172761.000000,444,82325.000000,16.160000,0,0
175986.000000,386,99744.000000,14.370000,0,0
195666.000000,839,111993.000000,5.690000,0,0
115052.000000,616,29074.000000,14.610000,0,0
70333.000000,531,11154.000000,19.930000,1,0
46513.000000,819,35506.000000,86.800000,1,0
182013.000000,434,99754.000000,24.250000,1,0
67407.000000,469,3863.000000,49.970000,0,0
197304.000000,543,75692.000000,17.290000,0,0
159987.000000,544,127562.000000,15.800000,0,0
116427.000000,751,37932.000000,30.280000,0,0
158270.000000,728,108071.000000,9.870000,1,0
85536.000000,353,63991.000000,54.970000,0,0
155242.000000,427,11993.000000,15.250000,1,0
137786.000000,825,109926.000000,10.640000,0,0
78205.000000,761,61979.000000,35.690000,1,0
33960.000000,705,13253.000000,111.600000,1,0
41392.000000,683,1923.000000,47.630000,0,0
190383.000000,643,37070.000000,7.650000,1,1
143851.000000,442,59799.000000,24.850000,1,0
24981.000000,562,5899.000000,76.590000,0,0
95524.000000,543,16970.000000,25.900000,1,0
130054.000000,768,15530.000000,7.010000,0,0
24308.000000,827,8927.000000,175.600000,1,0
132522.000000,301,47244.000000,34.180000,1,0
69103.000000,387,24632.000000,56.880000,1,0
162627.000000,819,73633.000000,23.530000,1,1
143243.000000,344,51709.000000,32.570000,0,0
24257.000000,665,12298.000000,38.860000,1,1
172542.000000,640,12622.000000,7.970000,0,0
108748.000000,479,61899.000000,45.860000,0,0
55350.000000,364,3423.000000,63.220000,0,0
31483.000000,504,11341.000000,24.600000,0,0
124392.000000,784,5799.000000,17.370000,1,1
113578.000000,348,44506.000000,42.240000,0,0
116474.000000,747,58637.000000,26.800000,0,0
68973.000000,808,25074.000000,54.520000,0,0
131280.000000,380,79964.000000,25.300000,1,0
97009.000000,628,11494.000000,12.080000,0,0
100346.000000,756,56851.000000,44.340000,1,1
112155.000000,757,47210.000000,6.930000,0,0
187633.000000,358,107485.000000,5.290000,0,0
198103.000000,463,38428.000000,3.550000,0,0
53090.000000,368,25007.000000,38.550000,0,0
168699.000000,333,41222.000000,26.470000,0,0
117521.000000,754,76225.000000,8.540000,1,0
116193.000000,707,86139.000000,22.030000,0,0
49739.000000,326,33705.000000,34.560000,0,0
88623.000000,566,29124.000000,38.640000,0,0
72475.000000,425,56890.000000,19.170000,1,0
65260.000000,755,45690.000000,16.480000,0,0
37023.000000,597,28897.000000,66.600000,1,0
114763.000000,820,16907.000000,17.160000,1,1
82058.000000,805,24651.000000,8.190000,0,0
164610.000000,432,116899.000000,27.400000,1,0
101078.000000,707,69903.000000,35.980000,0,0
170706.000000,375,84106.000000,7.740000,1,0
142115.000000,829,17821.000000,19.410000,1,1
133408.000000,814,17274.000000,6.470000,1,1
63163.000000,465,47486.000000,41.390000,1,0
156025.000000,590,33847.000000,6.520000,1,1
52812.000000,610,35962.000000,85.710000,1,0
188031.000000,472,41421.000000,23.290000,1,0
167749.000000,342,22292.000000,4.090000,1,0
190689.000000,515,110205.000000,22.280000,1,0
184407.000000,596,80192.000000,25.520000,0,0
199566.000000,715,119893.000000,12.270000,1,0
61439.000000,750,32735.000000,52.470000,0,0
109179.000000,447,42853.000000,23.340000,0,0
54279.000000,679,37808.000000,71.390000,1,0
83370.000000,777,36058.000000,15.630000,0,0
56930.000000,399,20019.000000,14.610000,0,0
85082.000000,463,41988.000000,31.100000,1,0
150617.000000,827,66373.000000,23.630000,0,0
26075.000000,392,17562.000000,118.010000,0,0
76398.000000,661,4312.000000,10.720000,0,0
176635.000000,781,3143.000000,13.430000,1,1
55110.000000,570,27427.000000,52.570000,0,0
125010.000000,352,74638.000000,33.900000,1,0
165024.000000,595,51639.000000,5.950000,0,0
183379.000000,421,26344.000000,7.320000,0,0
108889.000000,674,27090.000000,13.270000,0,0
30552.000000,346,5490.000000,24.710000,0,0
156139.000000,767,80463.000000,9.450000,1,1
180712.000000,626,104010.000000,8.660000,0,0
152989.000000,821,65205.000000,26.070000,0,0
24361.000000,677,4591.000000,109.630000,0,0
184956.000000,327,125410.000000,23.850000,0,0
33462.000000,791,18178.000000,48.340000,0,0
198448.000000,548,151095.000000,3.560000,1,0
24964.000000,751,14722.000000,102.380000,1,0
73448.000000,720,51788.000000,51.580000,0,0
56197.000000,831,37758.000000,33.080000,0,0
157750.000000,685,23699.000000,16.200000,0,0
109738.000000,662,85319.000000,44.920000,0,0
70400.000000,552,37574.000000,33.070000,0,0
98017.000000,595,65094.000000,18.960000,0,0
111436.000000,580,16974.000000,21.410000,0,0
110474.000000,449,6513.000000,21.760000,0,0
110797.000000,752,34612.000000,43.310000,0,0
72970.000000,577,46624.000000,57.330000,0,0
48633.000000,545,4326.000000,42.950000,1,0
33760.000000,402,11823.000000,95.040000,0,0
198570.000000,440,145271.000000,2.690000,1,0
191151.000000,787,53286.000000,18.980000,0,0
94819.000000,360,31437.000000,11.460000,1,0
129546.000000,480,53034.000000,5.700000,0,0
95882.000000,338,40110.000000,5.850000,1,0
94596.000000,765,72211.000000,49.720000,0,0
152176.000000,779,26272.000000,15.040000,1,1
62596.000000,769,17860.000000,75.860000,1,0
108371.000000,602,26318.000000,38.950000,1,1
132119.000000,827,12368.000000,20.050000,0,0
68439.000000,443,22207.000000,53.030000,1,0
88363.000000,692,59554.000000,23.130000,0,0
99153.000000,311,48127.000000,22.330000,1,0
195056.000000,421,81427.000000,18.200000,1,0
199850.000000,814,31779.000000,12.700000,0,0
181120.000000,526,36014.000000,10.690000,0,0
139269.000000,682,93004.000000,23.160000,0,0
194088.000000,523,22461.000000,10.930000,0,0
114839.000000,379,15707.000000,36.550000,1,0
72994.000000,849,11783.000000,20.300000,0,0
135825.000000,419,27922.000000,36.510000,0,0
153791.000000,756,60432.000000,5.620000,1,1
128901.000000,767,8567.000000,32.550000,0,0
25706.000000,705,1098.000000,84.320000,1,0
31872.000000,733,23950.000000,86.530000,1,0
35795.000000,370,2039.000000,100.400000,0,0
67181.000000,438,48794.000000,70.020000,0,0
120264.000000,759,50236.000000,24.730000,1,1
54862.000000,656,12696.000000,23.280000,0,0
53383.000000,528,2489.000000,9.790000,0,0
196553.000000,734,100425.000000,20.280000,1,1
140750.000000,654,37129.000000,10.780000,1,1
28445.000000,729,1512.000000,159.250000,1,0
37639.000000,403,2100.000000,116.700000,0,0
84155.000000,345,58535.000000,37.270000,1,0
76955.000000,357,34023.000000,18.430000,0,0
171023.000000,626,85060.000000,25.050000,1,1
57554.000000,833,28103.000000,33.860000,0,0
35979.000000,479,23241.000000,127.920000,0,0
32290.000000,652,22998.000000,146.050000,0,0
103554.000000,726,20558.000000,30.670000,0,0
68202.000000,850,16792.000000,52.830000,1,0
57840.000000,774,37856.000000,15.170000,0,0
166089.000000,842,102821.000000,8.300000,1,0
73303.000000,638,6181.000000,64.640000,0,0
44238.000000,848,4377.000000,39.520000,0,0
196599.000000,340,50325.000000,4.970000,1,0
74759.000000,640,2004.000000,33.270000,1,1
50753.000000,790,14402.000000,41.180000,0,0
164724.000000,629,50894.000000,14.300000,0,0
190058.000000,667,69566.000000,13.270000,0,0
150358.000000,777,106226.000000,7.620000,0,0
73248.000000,679,28127.000000,34.820000,1,1
58252.000000,316,37261.000000,37.920000,0,0
59953.000000,500,16074.000000,44.400000,0,0
150888.000000,645,101055.000000,14.490000,0,0
140803.000000,472,23185.000000,19.940000,1,0
148009.000000,488,85123.000000,27.380000,1,0
28866.000000,376,2589.000000,169.030000,1,0
56042.000000,536,10897.000000,16.870000,1,0
152574.000000,766,8923.000000,19.310000,0,0
24123.000000,306,19076.000000,165.320000,0,0
24384.000000,842,18555.000000,94.340000,0,0
151652.000000,740,15026.000000,11.040000,1,1
59032.000000,546,41617.000000,29.780000,0,0
90077.000000,706,49896.000000,11.300000,0,0
168111.000000,549,79636.000000,11.780000,1,0
44510.000000,715,25718.000000,67.070000,0,0
186919.000000,309,22675.000000,8.680000,0,0
189058.000000,639,25998.000000,22.260000,1,1
75421.000000,786,4051.000000,30.190000,1,1
162352.000000,333,122735.000000,10.320000,0,0
74305.000000,447,6042.000000,41.860000,0,0
167838.000000,546,103015.000000,25.110000,0,0
56687.000000,380,23666.000000,66.720000,1,0
134580.000000,537,45642.000000,7.420000,0,0
27766.000000,579,17076.000000,124.350000,1,0
164975.000000,684,25345.000000,20.190000,0,0
182166.000000,602,20269.000000,11.610000,1,1
60428.000000,689,11110.000000,77.020000,0,0
114555.000000,409,1680.000000,9.600000,0,0
114350.000000,576,18367.000000,10.230000,1,1
132978.000000,759,73710.000000,31.210000,0,0
26884.000000,391,19160.000000,104.870000,1,0
120987.000000,312,55238.000000,19.940000,0,0
166679.000000,548,45455.000000,25.490000,0,0
56396.000000,575,18590.000000,43.860000,0,0
36585.000000,471,10042.000000,91.530000,0,0
146938.000000,378,33990.000000,19.510000,1,0
175662.000000,500,29042.000000,19.930000,1,0
21774.000000,705,13448.000000,122.950000,0,0
107749.000000,740,78908.000000,44.240000,1,0
104060.000000,505,42180.000000,34.970000,1,0
103660.000000,598,65357.000000,44.840000,1,0
118580.000000,587,48843.000000,25.930000,1,1
175248.000000,484,8055.000000,28.350000,0,0
134938.000000,598,105288.000000,7.060000,0,0
56484.000000,610,17559.000000,36.930000,1,1
118825.000000,375,79372.000000,28.980000,0,0
160081.000000,818,72256.000000,20.250000,1,1
160746.000000,387,101788.000000,7.570000,1,0
63604.000000,345,43272.000000,65.890000,0,0
132841.000000,408,13924.000000,4.280000,0,0
153870.000000,831,77089.000000,27.020000,1,1
118073.000000,700,90070.000000,29.940000,1,0
26438.000000,794,10680.000000,44.830000,0,0
50426.000000,445,21440.000000,55.190000,0,0
74229.000000,833,23826.000000,49.370000,0,0
134862.000000,763,9804.000000,19.200000,0,0
50168.000000,323,8167.000000,54.780000,1,0
155264.000000,478,21989.000000,26.520000,0,0
141124.000000,537,83543.000000,22.350000,1,0
187897.000000,742,8652.000000,16.460000,1,1
175242.000000,739,2166.000000,17.390000,1,1
92966.000000,364,14336.000000,46.080000,1,0
105454.000000,501,15936.000000,33.180000,0,0
158337.000000,620,51939.000000,27.870000,0,0
111206.000000,660,81918.000000,31.480000,1,0
181083.000000,386,36113.000000,27.090000,0,0
82540.000000,612,12996.000000,15.340000,0,0
153909.000000,697,79174.000000,21.060000,1,1
130897.000000,490,84296.000000,28.190000,1,0
148356.000000,595,25523.000000,9.570000,0,0
182374.000000,354,3512.000000,15.640000,0,0
71151.000000,693,34124.000000,58.750000,0,0
199489.000000,803,117353.000000,16.160000,0,0
41671.000000,331,10571.000000,46.680000,1,0
78941.000000,850,12023.000000,30.300000,0,0
164107.000000,823,76066.000000,7.570000,1,1
162372.000000,675,108821.000000,24.960000,1,0
163223.000000,523,14423.000000,20.130000,1,0
28449.000000,760,12422.000000,78.120000,1,0
50772.000000,542,39530.000000,36.940000,0,0
63511.000000,442,14562.000000,29.190000,1,0
159534.000000,587,71617.000000,27.650000,1,1
96712.000000,596,36041.000000,43.980000,1,1
127897.000000,360,86969.000000,18.120000,1,0
85451.000000,449,33447.000000,30.550000,0,0
57269.000000,575,28146.000000,80.570000,0,0
39796.000000,395,17895.000000,78.900000,0,0
139195.000000,799,77278.000000,19.000000,1,1
140179.000000,666,105291.000000,6.530000,0,0
132628.000000,516,36197.000000,28.220000,0,0
108540.000000,433,64614.000000,38.790000,0,0
32043.000000,401,16059.000000,143.670000,1,0
61414.000000,751,1044.000000,56.860000,0,0
54580.000000,609,18958.000000,28.250000,1,1
85638.000000,384,22695.000000,34.290000,1,0
183998.000000,612,113520.000000,11.060000,1,0
20284.000000,518,2276.000000,178.700000,1,0
156169.000000,755,2056.000000,3.590000,0,0
130707.000000,435,10283.000000,27.780000,1,0
43417.000000,404,21535.000000,27.090000,0,0
55947.000000,691,43046.000000,24.530000,1,0
159069.000000,308,86199.000000,28.290000,1,0
112061.000000,518,20840.000000,41.190000,0,0
76949.000000,388,10175.000000,15.050000,1,0
112152.000000,739,19327.000000,22.840000,1,1
188983.000000,386,146069.000000,11.250000,0,0
192597.000000,608,136724.000000,9.590000,1,0
97474.000000,355,65865.000000,21.220000,0,0
83198.000000,811,10307.000000,56.270000,1,0
102961.000000,435,75498.000000,29.480000,0,0
163224.000000,476,126102.000000,21.970000,1,0
173973.000000,369,69730.000000,3.390000,1,0
35851.000000,707,10387.000000,106.550000,0,0
125454.000000,384,71328.000000,37.450000,1,0
41914.000000,617,17754.000000,24.280000,1,1
160611.000000,634,77865.000000,19.060000,1,1
134684.000000,544,33044.000000,6.530000,1,0
50405.000000,764,4606.000000,89.530000,0,0
51311.000000,312,1743.000000,27.270000,1,0
110886.000000,835,34980.000000,35.080000,1,1
53274.000000,575,2923.000000,23.910000,0,0
91298.000000,836,35465.000000,10.060000,1,1
139327.000000,823,8266.000000,20.530000,0,0
116387.000000,461,14487.000000,18.660000,1,0
153385.000000,302,113550.000000,5.140000,1,0
32053.000000,783,13549.000000,90.020000,1,0
29270.000000,729,11544.000000,67.350000,1,0
103869.000000,577,75912.000000,9.730000,0,0
151607.000000,353,30253.000000,11.050000,1,0
38068.000000,776,26346.000000,61.730000,0,0
42645.000000,767,25177.000000,12.950000,1,1
167798.000000,611,64591.000000,27.300000,0,0
175108.000000,805,65258.000000,10.170000,1,1
127488.000000,324,71981.000000,15.900000,0,0
107822.000000,301,50319.000000,44.590000,0,0
73790.000000,842,28513.000000,27.930000,0,0
57322.000000,586,3877.000000,19.360000,1,1
128280.000000,681,99028.000000,27.320000,1,0
152494.000000,436,108474.000000,30.660000,0,0
175161.000000,363,35264.000000,19.130000,1,0
88417.000000,622,43762.000000,34.780000,0,0
91291.000000,539,27569.000000,10.840000,1,0
60739.000000,408,30462.000000,25.970000,0,0
126564.000000,423,47961.000000,31.700000,1,0
100821.000000,774,16717.000000,22.180000,1,1
199845.000000,611,11572.000000,22.290000,1,1
58882.000000,393,24313.000000,36.120000,0,0
32832.000000,606,6697.000000,67.160000,1,0
138541.000000,555,61560.000000,8.090000,1,1
51838.000000,312,15567.000000,17.440000,1,0
125010.000000,681,83614.000000,39.980000,1,0
39657.000000,322,7479.000000,23.260000,0,0
44111.000000,639,3798.000000,29.540000,0,0
64037.000000,743,33514.000000,48.230000,1,1
199100.000000,736,93784.000000,8.200000,1,1
92084.000000,586,20481.000000,37.170000,1,1
189680.000000,602,109001.000000,19.870000,0,0
42995.000000,586,9993.000000,70.010000,0,0
188467.000000,838,143516.000000,11.320000,1,0
114139.000000,791,64527.000000,35.650000,0,0
104306.000000,697,24568.000000,21.780000,1,1
176530.000000,524,74644.000000,3.920000,1,0
158787.000000,666,31508.000000,27.250000,1,1
84974.000000,546,8328.000000,26.440000,1,0
113009.000000,477,32005.000000,14.640000,0,0
175074.000000,328,38251.000000,16.020000,1,0
162114.000000,616,65282.000000,10.180000,1,1
34724.000000,538,8169.000000,127.950000,1,0
145301.000000,300,81495.000000,18.400000,1,0
109327.000000,481,8806.000000,23.970000,1,0
173776.000000,445,138965.000000,7.060000,0,0
117934.000000,705,14242.000000,36.800000,0,0
104568.000000,439,58261.000000,14.650000,0,0
65666.000000,665,44616.000000,29.890000,1,0
100431.000000,601,24292.000000,13.290000,1,1
168762.000000,333,84418.000000,10.030000,1,0
150071.000000,444,98693.000000,17.790000,1,0
110914.000000,627,84386.000000,14.430000,1,0
137081.000000,311,28483.000000,16.330000,1,0
111876.000000,562,1167.000000,10.800000,1,1
134876.000000,729,55266.000000,11.790000,0,0
112073.000000,684,63847.000000,10.390000,1,1
138302.000000,375,39654.000000,5.200000,1,0
88453.000000,407,45801.000000,11.150000,1,0
62180.000000,376,7101.000000,65.700000,0,0
28124.000000,741,6406.000000,170.090000,0,0
34039.000000,403,7735.000000,78.430000,1,0
165257.000000,571,74799.000000,29.220000,0,0
45143.000000,350,33174.000000,68.110000,1,0
114589.000000,303,12485.000000,28.820000,0,0
72343.000000,399,14562.000000,9.240000,1,0
41479.000000,784,11104.000000,30.300000,0,0
148213.000000,571,85130.000000,7.400000,0,0
117260.000000,690,25455.000000,24.910000,0,0
89021.000000,750,35524.000000,39.850000,1,1
167913.000000,363,26350.000000,8.880000,1,0
161937.000000,723,30820.000000,26.950000,1,1
